genus,Substrate,name,seq.name,exp_ID,totalFunctionalAbun,relative_abun,cum_prop,stage,retting_type,rettingPeriod,treatment
Pseudomonadaceae unclassified,Cellulose,Otu0008,SRR7969137,PRJNA494847,1693776,0.01152730347577671,0.8974966467961542,early,dew,R3,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969137,PRJNA494847,16924416,0.27106856820381703,0.27106856820381703,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0004,SRR7969137,PRJNA494847,15387216,0.24644812617244014,0.5175166943762571,early,dew,R3,Soil Slurry
Pseudomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969137,PRJNA494847,13539532.8,0.21685485456305365,0.7343715489393108,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969137,PRJNA494847,43597112,0.20201125744529236,0.20201125744529236,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969137,PRJNA494847,42608852,0.19743206317933076,0.3994433206246231,early,dew,R3,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969137,PRJNA494847,33536240,0.1553932749579172,0.5548365955825403,early,dew,R3,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0003,SRR7969137,PRJNA494847,15494128,0.07179347751975665,0.6266300731022969,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0005,SRR7969137,PRJNA494847,14364812,0.06656068720985979,0.6931907603121568,early,dew,R3,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0005,SRR7969137,PRJNA494847,10260580,0.047543348007042706,0.7407341083191995,early,dew,R3,Soil Slurry
Enterobacterales unclassified,Hemicellulose-Xylan,Otu0002,SRR7969137,PRJNA494847,8290359.04,0.038414146660525283,0.7791482549797247,early,dew,R3,Soil Slurry
Massilia,Hemicellulose-Xylan,Otu0014,SRR7969137,PRJNA494847,6174900,0.028611971214949645,0.8077602261946744,early,dew,R3,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Xylan,Otu0001,SRR7969137,PRJNA494847,4231104,0.019605212368695574,0.82736543856337,early,dew,R3,Soil Slurry
Stenotrophomonas,Hemicellulose-Xylan,Otu0015,SRR7969137,PRJNA494847,3812032,0.01766340343235792,0.8450288419957279,early,dew,R3,Soil Slurry
Pseudomonadaceae unclassified,Hemicellulose-Xylan,Otu0008,SRR7969137,PRJNA494847,3387552,0.01569653602700369,0.8607253780227315,early,dew,R3,Soil Slurry
Pseudomonadaceae unclassified,Hemicellulose-Xylan,Otu0001,SRR7969137,PRJNA494847,3384883.2,0.01568416989495646,0.876409547917688,early,dew,R3,Soil Slurry
Rhizobiaceae unclassified,Hemicellulose-Xylan,Otu0010,SRR7969137,PRJNA494847,2709000,0.012552402471505382,0.8889619503891935,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969137,PRJNA494847,28209896,0.2190224831486254,0.2190224831486254,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969137,PRJNA494847,22943228,0.1781319139923476,0.397154397140973,early,dew,R3,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969137,PRJNA494847,21699920,0.16847883319125032,0.5656332303322233,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0005,SRR7969137,PRJNA494847,9141244,0.07097289404921851,0.6366061243814418,early,dew,R3,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0003,SRR7969137,PRJNA494847,8342992,0.06477524145176276,0.7013813658332047,early,dew,R3,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0005,SRR7969137,PRJNA494847,6529460,0.05069492432087037,0.752076290154075,early,dew,R3,Soil Slurry
Massilia,Hemicellulose-Xyoglucan,Otu0014,SRR7969137,PRJNA494847,4322430,0.03355947685294951,0.7856357670070244,early,dew,R3,Soil Slurry
Enterobacterales unclassified,Hemicellulose-Xyoglucan,Otu0002,SRR7969137,PRJNA494847,4145179.52,0.03218329878164836,0.8178190657886728,early,dew,R3,Soil Slurry
Enterobacteriaceae unclassified,Hemicellulose-Xyoglucan,Otu0009,SRR7969137,PRJNA494847,2095400,0.016268748781974582,0.8340878145706474,early,dew,R3,Soil Slurry
Chryseobacterium,Hemicellulose-Xyoglucan,Otu0031,SRR7969137,PRJNA494847,2059584,0.01599067227802536,0.8500784868486728,early,dew,R3,Soil Slurry
Sphingobacterium,Hemicellulose-Xyoglucan,Otu0027,SRR7969137,PRJNA494847,2023812,0.015712937391402858,0.8657914242400756,early,dew,R3,Soil Slurry
Stenotrophomonas,Hemicellulose-Xyoglucan,Otu0015,SRR7969137,PRJNA494847,1906016,0.014798365695535014,0.8805897899356107,early,dew,R3,Soil Slurry
Oxalobacteraceae unclassified,Hemicellulose-Xyoglucan,Otu0014,SRR7969137,PRJNA494847,1728972,0.013423790741179803,0.8940135806767905,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969137,PRJNA494847,58984328,0.20803237069181374,0.20803237069181374,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969137,PRJNA494847,55719268,0.1965168004499859,0.40454917114179967,early,dew,R3,Soil Slurry
Sphingomonas,Pectin,Otu0004,SRR7969137,PRJNA494847,45372560,0.16002490053216442,0.564574071673964,early,dew,R3,Soil Slurry
Sphingomonas,Pectin,Otu0003,SRR7969137,PRJNA494847,20261552,0.07146065470908577,0.6360347263830498,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0005,SRR7969137,PRJNA494847,18282488,0.06448067562598385,0.7005154020090337,early,dew,R3,Soil Slurry
Sphingomonas,Pectin,Otu0005,SRR7969137,PRJNA494847,13058920,0.046057625447131316,0.746573027456165,early,dew,R3,Soil Slurry
Enterobacterales unclassified,Pectin,Otu0002,SRR7969137,PRJNA494847,12435538.56,0.04385901569424108,0.790432043150406,early,dew,R3,Soil Slurry
Massilia,Pectin,Otu0014,SRR7969137,PRJNA494847,8644860,0.030489636503086597,0.8209216796534927,early,dew,R3,Soil Slurry
Stenotrophomonas,Pectin,Otu0015,SRR7969137,PRJNA494847,4765040,0.016805863544657493,0.8377275431981501,early,dew,R3,Soil Slurry
Gammaproteobacteria unclassified,Pectin,Otu0001,SRR7969137,PRJNA494847,4231104,0.014922719739446992,0.8526502629375972,early,dew,R3,Soil Slurry
Chryseobacterium,Pectin,Otu0031,SRR7969137,PRJNA494847,3604272,0.012711940174653255,0.8653622031122504,early,dew,R3,Soil Slurry
Oxalobacteraceae unclassified,Pectin,Otu0014,SRR7969137,PRJNA494847,3457944,0.01219585460123464,0.877558057713485,early,dew,R3,Soil Slurry
Pseudomonadaceae unclassified,Pectin,Otu0008,SRR7969137,PRJNA494847,3387552,0.011947588406903525,0.8895056461203886,early,dew,R3,Soil Slurry
Sphingomonas,Cellulose,Otu0004,SRR7969138,PRJNA494847,38468040,0.4063915050371166,0.4063915050371166,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969138,PRJNA494847,20516288,0.2167421360197955,0.623133641056912,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0005,SRR7969138,PRJNA494847,5596680,0.059125528839294374,0.6822591698962065,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0003,SRR7969138,PRJNA494847,4767424,0.050364942287417565,0.732624112183624,late,dew,R6,Soil Slurry
Sphingomonas,Cellulose,Otu0003,SRR7969138,PRJNA494847,4767424,0.050364942287417565,0.7829890544710416,late,dew,R6,Soil Slurry
Aureimonas,Cellulose,Otu0006,SRR7969138,PRJNA494847,4108804,0.04340702155510197,0.8263960760261435,late,dew,R6,Soil Slurry
Sphingomonas,Cellulose,Otu0005,SRR7969138,PRJNA494847,3731120,0.039417019226196254,0.8658130952523398,late,dew,R6,Soil Slurry
Aurantimonadaceae unclassified,Cellulose,Otu0019,SRR7969138,PRJNA494847,2591208,0.0273745405012633,0.893187635753603,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Galactomannan,Otu0004,SRR7969138,PRJNA494847,17754480,0.5074697346768683,0.5074697346768684,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0004,SRR7969138,PRJNA494847,9469056,0.27065052516099647,0.7781202598378649,late,dew,R6,Soil Slurry
Aureimonas,Hemicellulose-Galactomannan,Otu0006,SRR7969138,PRJNA494847,2054402,0.058720212468043424,0.8368404723059084,late,dew,R6,Soil Slurry
Aurantimonadaceae unclassified,Hemicellulose-Galactomannan,Otu0019,SRR7969138,PRJNA494847,863736,0.0246878466027087,0.861528318908617,late,dew,R6,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969138,PRJNA494847,846220.8,0.024187216119765112,0.8857155350283822,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969138,PRJNA494847,50304360,0.3372615988248079,0.3372615988248079,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969138,PRJNA494847,26828992,0.1798728527065642,0.517134451531372,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969138,PRJNA494847,15494128,0.10387915444458935,0.6210136059759614,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0003,SRR7969138,PRJNA494847,15494128,0.10387915444458935,0.7248927604205508,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0005,SRR7969138,PRJNA494847,12312696,0.08254949548714698,0.8074422559076978,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0005,SRR7969138,PRJNA494847,8208464,0.05503299699143131,0.8624752528991291,late,dew,R6,Soil Slurry
Aureimonas,Hemicellulose-Xylan,Otu0006,SRR7969138,PRJNA494847,4108804,0.02754715110773233,0.8900224040068614,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969138,PRJNA494847,32549880,0.3544822640160102,0.3544822640160102,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969138,PRJNA494847,17359936,0.18905720747520544,0.5435394714912156,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969138,PRJNA494847,8342992,0.09085878942802433,0.63439826091924,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0003,SRR7969138,PRJNA494847,8342992,0.09085878942802433,0.7252570503472643,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0005,SRR7969138,PRJNA494847,7835352,0.0853303703830052,0.8105874207302695,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0005,SRR7969138,PRJNA494847,5223568,0.05688691358867014,0.8674743343189396,late,dew,R6,Soil Slurry
Aurantimonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0019,SRR7969138,PRJNA494847,2591208,0.028219375259644512,0.8956937095785842,late,dew,R6,Soil Slurry
Sphingomonas,Pectin,Otu0004,SRR7969138,PRJNA494847,68058840,0.3523814858089173,0.3523814858089173,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969138,PRJNA494847,36298048,0.18793679243142258,0.54031827824034,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969138,PRJNA494847,20261552,0.10490622230050704,0.6452245005408469,late,dew,R6,Soil Slurry
Sphingomonas,Pectin,Otu0003,SRR7969138,PRJNA494847,20261552,0.10490622230050704,0.750130722841354,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0005,SRR7969138,PRJNA494847,15670704,0.08113664527916938,0.8312673681205234,late,dew,R6,Soil Slurry
Sphingomonas,Pectin,Otu0005,SRR7969138,PRJNA494847,10447136,0.05409109685277959,0.885358464973303,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969139,PRJNA494847,56419792,0.32185382664323886,0.32185382664323886,early,dew,R1,Soil Slurry
Sphingomonas,Cellulose,Otu0004,SRR7969139,PRJNA494847,43597112,0.2487052296788664,0.5705590563221052,early,dew,R1,Soil Slurry
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969139,PRJNA494847,18087969.6,0.10318510624722926,0.6737441625693346,early,dew,R1,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0003,SRR7969139,PRJNA494847,13110416,0.074790023303963,0.7485341858732976,early,dew,R1,Soil Slurry
Pseudomonadaceae unclassified,Cellulose,Otu0001,SRR7969139,PRJNA494847,11423980.8,0.06516954078772375,0.8137037266610213,early,dew,R1,Soil Slurry
Sphingomonas,Cellulose,Otu0003,SRR7969139,PRJNA494847,9534848,0.054392744221064,0.8680964708820853,early,dew,R1,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0004,SRR7969139,PRJNA494847,26039904,0.34016322733333076,0.34016322733333076,early,dew,R1,Soil Slurry
Sphingomonas,Hemicellulose-Galactomannan,Otu0004,SRR7969139,PRJNA494847,20121744,0.26285340293939197,0.6030166302727227,early,dew,R1,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969139,PRJNA494847,16078195.2,0.21003190983066863,0.8130485401033913,early,dew,R1,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969139,PRJNA494847,73779728,0.29213184570704465,0.29213184570704465,early,dew,R1,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969139,PRJNA494847,57011608,0.22573824440998905,0.5178700901170337,early,dew,R1,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969139,PRJNA494847,42608852,0.1687103343376151,0.6865804244546487,early,dew,R1,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0003,SRR7969139,PRJNA494847,30988256,0.12269842497281097,0.8092788494274598,early,dew,R1,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0005,SRR7969139,PRJNA494847,12312696,0.04875228881447958,0.8580311382419393,early,dew,R1,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969139,PRJNA494847,47739824,0.3186569841723368,0.31865698417233684,early,dew,R1,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969139,PRJNA494847,36889864,0.24623494231498752,0.5648919264873244,early,dew,R1,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969139,PRJNA494847,22943228,0.15314299947269003,0.7180349259600145,early,dew,R1,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0003,SRR7969139,PRJNA494847,16685984,0.1113767268892291,0.8294116528492436,early,dew,R1,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0005,SRR7969139,PRJNA494847,7835352,0.052299933871743795,0.8817115867209874,early,dew,R1,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969139,PRJNA494847,99819632,0.30267863197507977,0.30267863197507977,early,dew,R1,Soil Slurry
Sphingomonas,Pectin,Otu0004,SRR7969139,PRJNA494847,77133352,0.23388803379892528,0.536566665774005,early,dew,R1,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969139,PRJNA494847,55719268,0.16895505898972699,0.705521724763732,early,dew,R1,Soil Slurry
Sphingomonas,Pectin,Otu0003,SRR7969139,PRJNA494847,40523104,0.12287640653798326,0.8283981313017152,early,dew,R1,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0005,SRR7969139,PRJNA494847,15670704,0.04751757899494571,0.875915710296661,early,dew,R1,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969140,PRJNA494847,12822680,0.17803753292912936,0.17803753292912936,late,dew,R6,Soil Slurry
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969140,PRJNA494847,10471982.4,0.1453990828261536,0.32343661575528293,late,dew,R6,Soil Slurry
Pseudomonadaceae unclassified,Cellulose,Otu0001,SRR7969140,PRJNA494847,8567985.6,0.11896288594867112,0.4423995017039541,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0003,SRR7969140,PRJNA494847,5959280,0.08274210299515405,0.5251416046991081,late,dew,R6,Soil Slurry
Sphingomonas,Cellulose,Otu0004,SRR7969140,PRJNA494847,5129072,0.07121501317165174,0.5963566178707599,late,dew,R6,Soil Slurry
Enterobacterales unclassified,Cellulose,Otu0002,SRR7969140,PRJNA494847,4636980.48,0.06438252883950392,0.6607391467102638,late,dew,R6,Soil Slurry
Aureimonas,Cellulose,Otu0006,SRR7969140,PRJNA494847,3815318,0.05297408997651817,0.713713236686782,late,dew,R6,Soil Slurry
Sphingomonas,Cellulose,Otu0003,SRR7969140,PRJNA494847,2383712,0.033096841198061625,0.7468100778848435,late,dew,R6,Soil Slurry
Chryseobacterium,Cellulose,Otu0018,SRR7969140,PRJNA494847,2144436,0.029774594309801887,0.7765846721946454,late,dew,R6,Soil Slurry
Paracoccaceae unclassified,Cellulose,Otu0012,SRR7969140,PRJNA494847,1835288,0.025482204011519898,0.8020668762061653,late,dew,R6,Soil Slurry
Massilia,Cellulose,Otu0014,SRR7969140,PRJNA494847,1358478,0.01886189717426449,0.8209287733804299,late,dew,R6,Soil Slurry
Sphingobacterium,Cellulose,Otu0027,SRR7969140,PRJNA494847,1011906,0.014049890334640151,0.83497866371507,late,dew,R6,Soil Slurry
Pseudomonadaceae unclassified,Cellulose,Otu0008,SRR7969140,PRJNA494847,741027,0.010288849048239053,0.845267512763309,late,dew,R6,Soil Slurry
Enterobacteriaceae unclassified,Cellulose,Otu0009,SRR7969140,PRJNA494847,733390,0.010182812506815594,0.8554503252701247,late,dew,R6,Soil Slurry
Methylobacterium,Cellulose,Otu0011,SRR7969140,PRJNA494847,727890,0.010106447313961198,0.8655567725840858,late,dew,R6,Soil Slurry
Hyphomicrobiales unclassified,Cellulose,Otu0006,SRR7969140,PRJNA494847,586972,0.00814985999638741,0.8737066325804733,late,dew,R6,Soil Slurry
Pantoea,Cellulose,Otu0002,SRR7969140,PRJNA494847,562058.24,0.0078039428896368385,0.8815105754701101,late,dew,R6,Soil Slurry
Sphingobacterium,Cellulose,Otu0029,SRR7969140,PRJNA494847,528888,0.007343388021522909,0.888853963491633,late,dew,R6,Soil Slurry
Sphingobacterium,Cellulose,Otu0030,SRR7969140,PRJNA494847,514920,0.007149448200833779,0.8960034116924668,late,dew,R6,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969140,PRJNA494847,9308428.8,0.29101416513631495,0.29101416513631495,late,dew,R6,Soil Slurry
Pseudomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969140,PRJNA494847,7615987.2,0.23810249874789405,0.529116663884209,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0004,SRR7969140,PRJNA494847,5918160,0.18502245959523625,0.7141391234794452,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Galactomannan,Otu0004,SRR7969140,PRJNA494847,2367264,0.0740089838380945,0.7881481073175397,late,dew,R6,Soil Slurry
Aureimonas,Hemicellulose-Galactomannan,Otu0006,SRR7969140,PRJNA494847,1907659,0.0596401179165465,0.8477882252340863,late,dew,R6,Soil Slurry
Chryseobacterium,Hemicellulose-Galactomannan,Otu0018,SRR7969140,PRJNA494847,612696,0.019155028066859103,0.8669432533009453,late,dew,R6,Soil Slurry
Sphingobacterium,Hemicellulose-Galactomannan,Otu0027,SRR7969140,PRJNA494847,433674,0.013558171820718685,0.8805014251216641,late,dew,R6,Soil Slurry
Methylobacterium,Hemicellulose-Galactomannan,Otu0011,SRR7969140,PRJNA494847,363945,0.011378198470029242,0.8918796235916933,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969140,PRJNA494847,19367660,0.18806624574627867,0.18806624574627867,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969140,PRJNA494847,16768120,0.1628238711658037,0.3508901169120824,late,dew,R6,Soil Slurry
Enterobacterales unclassified,Hemicellulose-Xylan,Otu0002,SRR7969140,PRJNA494847,9273960.96,0.09005316186595358,0.44094327877803596,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0003,SRR7969140,PRJNA494847,7747064,0.07522649829851147,0.5161697770765474,late,dew,R6,Soil Slurry
Massilia,Hemicellulose-Xylan,Otu0014,SRR7969140,PRJNA494847,6792390,0.06595630483726819,0.5821260819138157,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969140,PRJNA494847,6707248,0.06512954846632149,0.6472556303801371,late,dew,R6,Soil Slurry
Aureimonas,Hemicellulose-Xylan,Otu0006,SRR7969140,PRJNA494847,3815318,0.037047972371892134,0.6843036027520293,late,dew,R6,Soil Slurry
Paracoccaceae unclassified,Hemicellulose-Xylan,Otu0012,SRR7969140,PRJNA494847,3670576,0.03564248071508858,0.7199460834671179,late,dew,R6,Soil Slurry
Chryseobacterium,Hemicellulose-Xylan,Otu0018,SRR7969140,PRJNA494847,2757132,0.026772643895386885,0.7467187273625047,late,dew,R6,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Xylan,Otu0001,SRR7969140,PRJNA494847,2327107.2,0.02259696393643499,0.7693156912989397,late,dew,R6,Soil Slurry
Pseudomonadaceae unclassified,Hemicellulose-Xylan,Otu0001,SRR7969140,PRJNA494847,1903996.8,0.018488425038901354,0.7878041163378411,late,dew,R6,Soil Slurry
Sphingobacterium,Hemicellulose-Xylan,Otu0027,SRR7969140,PRJNA494847,1734696,0.016844459487159864,0.8046485758250009,late,dew,R6,Soil Slurry
Sphingobacterium,Hemicellulose-Xylan,Otu0029,SRR7969140,PRJNA494847,1586664,0.015407020865751127,0.820055596690752,late,dew,R6,Soil Slurry
Pseudomonadaceae unclassified,Hemicellulose-Xylan,Otu0008,SRR7969140,PRJNA494847,1482054,0.014391223915189304,0.8344468206059413,late,dew,R6,Soil Slurry
Enterobacteriaceae unclassified,Hemicellulose-Xylan,Otu0009,SRR7969140,PRJNA494847,1466780,0.014242908432703105,0.8486897290386445,late,dew,R6,Soil Slurry
Oxalobacteraceae unclassified,Hemicellulose-Xylan,Otu0014,SRR7969140,PRJNA494847,1234980,0.011992055424957853,0.8606817844636023,late,dew,R6,Soil Slurry
Pantoea,Hemicellulose-Xylan,Otu0002,SRR7969140,PRJNA494847,1124116.48,0.010915534771630736,0.8715973192352331,late,dew,R6,Soil Slurry
Saccharibacillus,Hemicellulose-Xylan,Otu0047,SRR7969140,PRJNA494847,861840,0.008368745281256114,0.8799660645164892,late,dew,R6,Soil Slurry
Sphingobacterium,Hemicellulose-Xylan,Otu0030,SRR7969140,PRJNA494847,772380,0.007500059733055553,0.8874661242495447,late,dew,R6,Soil Slurry
Methylobacterium,Hemicellulose-Xylan,Otu0011,SRR7969140,PRJNA494847,727890,0.007068047436616441,0.8945341716861611,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969140,PRJNA494847,10849960,0.16339350232489036,0.16339350232489036,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969140,PRJNA494847,10428740,0.1570501968150737,0.32044369913996407,late,dew,R6,Soil Slurry
Massilia,Hemicellulose-Xyoglucan,Otu0014,SRR7969140,PRJNA494847,4754673,0.07160235373029886,0.39204605287026295,late,dew,R6,Soil Slurry
Enterobacterales unclassified,Hemicellulose-Xyoglucan,Otu0002,SRR7969140,PRJNA494847,4636980.48,0.06982997917405698,0.46187603204431993,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969140,PRJNA494847,4339984,0.06535740092995615,0.527233432974276,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0003,SRR7969140,PRJNA494847,4171496,0.06282007872602949,0.5900535117003055,late,dew,R6,Soil Slurry
Sphingobacterium,Hemicellulose-Xyoglucan,Otu0027,SRR7969140,PRJNA494847,4047624,0.060954645128118635,0.6510081568284242,late,dew,R6,Soil Slurry
Paracoccaceae unclassified,Hemicellulose-Xyoglucan,Otu0012,SRR7969140,PRJNA494847,3670576,0.055276541866484924,0.7062846986949091,late,dew,R6,Soil Slurry
Chryseobacterium,Hemicellulose-Xyoglucan,Otu0018,SRR7969140,PRJNA494847,2144436,0.032293843346111746,0.7385785420410208,late,dew,R6,Soil Slurry
Aureimonas,Hemicellulose-Xyoglucan,Otu0006,SRR7969140,PRJNA494847,1907659,0.028728132200634658,0.7673066742416556,late,dew,R6,Soil Slurry
Sphingobacterium,Hemicellulose-Xyoglucan,Otu0030,SRR7969140,PRJNA494847,1544760,0.023263103887147755,0.7905697781288032,late,dew,R6,Soil Slurry
Enterobacteriaceae unclassified,Hemicellulose-Xyoglucan,Otu0009,SRR7969140,PRJNA494847,1466780,0.02208877464433995,0.8126585527731433,late,dew,R6,Soil Slurry
Sphingobacterium,Hemicellulose-Xyoglucan,Otu0029,SRR7969140,PRJNA494847,1234072,0.01858434005296629,0.8312428928261095,late,dew,R6,Soil Slurry
Oxalobacteraceae unclassified,Hemicellulose-Xyoglucan,Otu0014,SRR7969140,PRJNA494847,864486,0.013018609769145248,0.8442615025952548,late,dew,R6,Soil Slurry
Pseudomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0008,SRR7969140,PRJNA494847,741027,0.011159395688768118,0.8554208982840229,late,dew,R6,Soil Slurry
Roseomonas,Hemicellulose-Xyoglucan,Otu0020,SRR7969140,PRJNA494847,668472,0.01006676349831005,0.8654876617823329,late,dew,R6,Soil Slurry
Enterobacterales unclassified,Hemicellulose-Xyoglucan,Otu0009,SRR7969140,PRJNA494847,628620,0.009466617704717122,0.8749542794870501,late,dew,R6,Soil Slurry
Saccharibacillus,Hemicellulose-Xyoglucan,Otu0047,SRR7969140,PRJNA494847,622440,0.009373550832178622,0.8843278303192287,late,dew,R6,Soil Slurry
Pantoea,Hemicellulose-Xyoglucan,Otu0002,SRR7969140,PRJNA494847,562058.24,0.008464239899885694,0.8927920702191143,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969140,PRJNA494847,25326940,0.18761265866092416,0.18761265866092416,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969140,PRJNA494847,22686280,0.16805162036654056,0.3556642790274647,late,dew,R6,Soil Slurry
Enterobacterales unclassified,Pectin,Otu0002,SRR7969140,PRJNA494847,13910941.44,0.10304713905567844,0.4587114180831432,late,dew,R6,Soil Slurry
Sphingomonas,Pectin,Otu0003,SRR7969140,PRJNA494847,10130776,0.07504506346436966,0.5337564815475129,late,dew,R6,Soil Slurry
